lendiff1,lendiff2,lendiff3,lendiff4,lendiff5,lendiff6,lendiff7,lendiff8,lendiff9,lendiff10,lendiff11,lendiff12
3.160500074,-56.30414208,52.41318657,-26.27691139,6.764028809,24.98789128,-49.55566132,26.94680354,17.71986515,-43.02990547,55.64785215,-41.28749379
-56.30414208,52.41318657,-26.27691139,6.764028809,24.98789128,-49.55566132,26.94680354,17.71986515,-43.02990547,55.64785215,-41.28749379,-29.78515457
52.41318657,-26.27691139,6.764028809,24.98789128,-49.55566132,26.94680354,17.71986515,-43.02990547,55.64785215,-41.28749379,-29.78515457,73.55312178
-26.27691139,6.764028809,24.98789128,-49.55566132,26.94680354,17.71986515,-43.02990547,55.64785215,-41.28749379,-29.78515457,73.55312178,-29.01720174
6.764028809,24.98789128,-49.55566132,26.94680354,17.71986515,-43.02990547,55.64785215,-41.28749379,-29.78515457,73.55312178,-29.01720174,-14.85245233
24.98789128,-49.55566132,26.94680354,17.71986515,-43.02990547,55.64785215,-41.28749379,-29.78515457,73.55312178,-29.01720174,-14.85245233,37.56089269
-49.55566132,26.94680354,17.71986515,-43.02990547,55.64785215,-41.28749379,-29.78515457,73.55312178,-29.01720174,-14.85245233,37.56089269,-76.73507733
26.94680354,17.71986515,-43.02990547,55.64785215,-41.28749379,-29.78515457,73.55312178,-29.01720174,-14.85245233,37.56089269,-76.73507733,70.40832821
17.71986515,-43.02990547,55.64785215,-41.28749379,-29.78515457,73.55312178,-29.01720174,-14.85245233,37.56089269,-76.73507733,70.40832821,-13.23114868
-43.02990547,55.64785215,-41.28749379,-29.78515457,73.55312178,-29.01720174,-14.85245233,37.56089269,-76.73507733,70.40832821,-13.23114868,17.26679048
55.64785215,-41.28749379,-29.78515457,73.55312178,-29.01720174,-14.85245233,37.56089269,-76.73507733,70.40832821,-13.23114868,17.26679048,-83.84295761
-41.28749379,-29.78515457,73.55312178,-29.01720174,-14.85245233,37.56089269,-76.73507733,70.40832821,-13.23114868,17.26679048,-83.84295761,87.67301441
-29.78515457,73.55312178,-29.01720174,-14.85245233,37.56089269,-76.73507733,70.40832821,-13.23114868,17.26679048,-83.84295761,87.67301441,-25.10293342
73.55312178,-29.01720174,-14.85245233,37.56089269,-76.73507733,70.40832821,-13.23114868,17.26679048,-83.84295761,87.67301441,-25.10293342,-3.834195387
-29.01720174,-14.85245233,37.56089269,-76.73507733,70.40832821,-13.23114868,17.26679048,-83.84295761,87.67301441,-25.10293342,-3.834195387,-4.609666043
-14.85245233,37.56089269,-76.73507733,70.40832821,-13.23114868,17.26679048,-83.84295761,87.67301441,-25.10293342,-3.834195387,-4.609666043,5.836265545
37.56089269,-76.73507733,70.40832821,-13.23114868,17.26679048,-83.84295761,87.67301441,-25.10293342,-3.834195387,-4.609666043,5.836265545,9.795549086
-76.73507733,70.40832821,-13.23114868,17.26679048,-83.84295761,87.67301441,-25.10293342,-3.834195387,-4.609666043,5.836265545,9.795549086,-25.92536512
70.40832821,-13.23114868,17.26679048,-83.84295761,87.67301441,-25.10293342,-3.834195387,-4.609666043,5.836265545,9.795549086,-25.92536512,33.69342697
-13.23114868,17.26679048,-83.84295761,87.67301441,-25.10293342,-3.834195387,-4.609666043,5.836265545,9.795549086,-25.92536512,33.69342697,-24.51895166
17.26679048,-83.84295761,87.67301441,-25.10293342,-3.834195387,-4.609666043,5.836265545,9.795549086,-25.92536512,33.69342697,-24.51895166,-29.52728346
-83.84295761,87.67301441,-25.10293342,-3.834195387,-4.609666043,5.836265545,9.795549086,-25.92536512,33.69342697,-24.51895166,-29.52728346,62.51146354
87.67301441,-25.10293342,-3.834195387,-4.609666043,5.836265545,9.795549086,-25.92536512,33.69342697,-24.51895166,-29.52728346,62.51146354,-15.61991129
-25.10293342,-3.834195387,-4.609666043,5.836265545,9.795549086,-25.92536512,33.69342697,-24.51895166,-29.52728346,62.51146354,-15.61991129,-58.19302742
-3.834195387,-4.609666043,5.836265545,9.795549086,-25.92536512,33.69342697,-24.51895166,-29.52728346,62.51146354,-15.61991129,-58.19302742,80.23513184
-4.609666043,5.836265545,9.795549086,-25.92536512,33.69342697,-24.51895166,-29.52728346,62.51146354,-15.61991129,-58.19302742,80.23513184,-24.95444397
5.836265545,9.795549086,-25.92536512,33.69342697,-24.51895166,-29.52728346,62.51146354,-15.61991129,-58.19302742,80.23513184,-24.95444397,-14.18830915
9.795549086,-25.92536512,33.69342697,-24.51895166,-29.52728346,62.51146354,-15.61991129,-58.19302742,80.23513184,-24.95444397,-14.18830915,12.08276477
-25.92536512,33.69342697,-24.51895166,-29.52728346,62.51146354,-15.61991129,-58.19302742,80.23513184,-24.95444397,-14.18830915,12.08276477,-47.96585915
33.69342697,-24.51895166,-29.52728346,62.51146354,-15.61991129,-58.19302742,80.23513184,-24.95444397,-14.18830915,12.08276477,-47.96585915,85.78826765
-24.51895166,-29.52728346,62.51146354,-15.61991129,-58.19302742,80.23513184,-24.95444397,-14.18830915,12.08276477,-47.96585915,85.78826765,-52.50686173
-29.52728346,62.51146354,-15.61991129,-58.19302742,80.23513184,-24.95444397,-14.18830915,12.08276477,-47.96585915,85.78826765,-52.50686173,-9.178366953
62.51146354,-15.61991129,-58.19302742,80.23513184,-24.95444397,-14.18830915,12.08276477,-47.96585915,85.78826765,-52.50686173,-9.178366953,25.77882149
-15.61991129,-58.19302742,80.23513184,-24.95444397,-14.18830915,12.08276477,-47.96585915,85.78826765,-52.50686173,-9.178366953,25.77882149,-10.24473211
-58.19302742,80.23513184,-24.95444397,-14.18830915,12.08276477,-47.96585915,85.78826765,-52.50686173,-9.178366953,25.77882149,-10.24473211,9.441987038
80.23513184,-24.95444397,-14.18830915,12.08276477,-47.96585915,85.78826765,-52.50686173,-9.178366953,25.77882149,-10.24473211,9.441987038,17.07928172
-24.95444397,-14.18830915,12.08276477,-47.96585915,85.78826765,-52.50686173,-9.178366953,25.77882149,-10.24473211,9.441987038,17.07928172,-68.37518048
-14.18830915,12.08276477,-47.96585915,85.78826765,-52.50686173,-9.178366953,25.77882149,-10.24473211,9.441987038,17.07928172,-68.37518048,33.84943425
12.08276477,-47.96585915,85.78826765,-52.50686173,-9.178366953,25.77882149,-10.24473211,9.441987038,17.07928172,-68.37518048,33.84943425,36.63305946
-47.96585915,85.78826765,-52.50686173,-9.178366953,25.77882149,-10.24473211,9.441987038,17.07928172,-68.37518048,33.84943425,36.63305946,-10.21137329
85.78826765,-52.50686173,-9.178366953,25.77882149,-10.24473211,9.441987038,17.07928172,-68.37518048,33.84943425,36.63305946,-10.21137329,-46.68639117
-52.50686173,-9.178366953,25.77882149,-10.24473211,9.441987038,17.07928172,-68.37518048,33.84943425,36.63305946,-10.21137329,-46.68639117,40.21909433
-9.178366953,25.77882149,-10.24473211,9.441987038,17.07928172,-68.37518048,33.84943425,36.63305946,-10.21137329,-46.68639117,40.21909433,6.875514736
25.77882149,-10.24473211,9.441987038,17.07928172,-68.37518048,33.84943425,36.63305946,-10.21137329,-46.68639117,40.21909433,6.875514736,-47.01453613
-10.24473211,9.441987038,17.07928172,-68.37518048,33.84943425,36.63305946,-10.21137329,-46.68639117,40.21909433,6.875514736,-47.01453613,45.78194072
9.441987038,17.07928172,-68.37518048,33.84943425,36.63305946,-10.21137329,-46.68639117,40.21909433,6.875514736,-47.01453613,45.78194072,-23.83536879
17.07928172,-68.37518048,33.84943425,36.63305946,-10.21137329,-46.68639117,40.21909433,6.875514736,-47.01453613,45.78194072,-23.83536879,24.91947475
-68.37518048,33.84943425,36.63305946,-10.21137329,-46.68639117,40.21909433,6.875514736,-47.01453613,45.78194072,-23.83536879,24.91947475,-36.94945953
33.84943425,36.63305946,-10.21137329,-46.68639117,40.21909433,6.875514736,-47.01453613,45.78194072,-23.83536879,24.91947475,-36.94945953,24.76702369
36.63305946,-10.21137329,-46.68639117,40.21909433,6.875514736,-47.01453613,45.78194072,-23.83536879,24.91947475,-36.94945953,24.76702369,24.44689043
-10.21137329,-46.68639117,40.21909433,6.875514736,-47.01453613,45.78194072,-23.83536879,24.91947475,-36.94945953,24.76702369,24.44689043,-78.8152746
-46.68639117,40.21909433,6.875514736,-47.01453613,45.78194072,-23.83536879,24.91947475,-36.94945953,24.76702369,24.44689043,-78.8152746,77.92442637
40.21909433,6.875514736,-47.01453613,45.78194072,-23.83536879,24.91947475,-36.94945953,24.76702369,24.44689043,-78.8152746,77.92442637,-29.1031821
6.875514736,-47.01453613,45.78194072,-23.83536879,24.91947475,-36.94945953,24.76702369,24.44689043,-78.8152746,77.92442637,-29.1031821,19.09300828
-47.01453613,45.78194072,-23.83536879,24.91947475,-36.94945953,24.76702369,24.44689043,-78.8152746,77.92442637,-29.1031821,19.09300828,-48.22162598
45.78194072,-23.83536879,24.91947475,-36.94945953,24.76702369,24.44689043,-78.8152746,77.92442637,-29.1031821,19.09300828,-48.22162598,25.07751634
-23.83536879,24.91947475,-36.94945953,24.76702369,24.44689043,-78.8152746,77.92442637,-29.1031821,19.09300828,-48.22162598,25.07751634,37.99454619
24.91947475,-36.94945953,24.76702369,24.44689043,-78.8152746,77.92442637,-29.1031821,19.09300828,-48.22162598,25.07751634,37.99454619,-30.80829187
-36.94945953,24.76702369,24.44689043,-78.8152746,77.92442637,-29.1031821,19.09300828,-48.22162598,25.07751634,37.99454619,-30.80829187,-85.38620412
24.76702369,24.44689043,-78.8152746,77.92442637,-29.1031821,19.09300828,-48.22162598,25.07751634,37.99454619,-30.80829187,-85.38620412,180.372013
24.44689043,-78.8152746,77.92442637,-29.1031821,19.09300828,-48.22162598,25.07751634,37.99454619,-30.80829187,-85.38620412,180.372013,-165.6210005
-78.8152746,77.92442637,-29.1031821,19.09300828,-48.22162598,25.07751634,37.99454619,-30.80829187,-85.38620412,180.372013,-165.6210005,104.1544652
77.92442637,-29.1031821,19.09300828,-48.22162598,25.07751634,37.99454619,-30.80829187,-85.38620412,180.372013,-165.6210005,104.1544652,-8.197488278
-29.1031821,19.09300828,-48.22162598,25.07751634,37.99454619,-30.80829187,-85.38620412,180.372013,-165.6210005,104.1544652,-8.197488278,-111.9267356
19.09300828,-48.22162598,25.07751634,37.99454619,-30.80829187,-85.38620412,180.372013,-165.6210005,104.1544652,-8.197488278,-111.9267356,146.9030983
-48.22162598,25.07751634,37.99454619,-30.80829187,-85.38620412,180.372013,-165.6210005,104.1544652,-8.197488278,-111.9267356,146.9030983,-89.12428465
25.07751634,37.99454619,-30.80829187,-85.38620412,180.372013,-165.6210005,104.1544652,-8.197488278,-111.9267356,146.9030983,-89.12428465,44.19983334
37.99454619,-30.80829187,-85.38620412,180.372013,-165.6210005,104.1544652,-8.197488278,-111.9267356,146.9030983,-89.12428465,44.19983334,-14.15114718
-30.80829187,-85.38620412,180.372013,-165.6210005,104.1544652,-8.197488278,-111.9267356,146.9030983,-89.12428465,44.19983334,-14.15114718,-14.94427015
-85.38620412,180.372013,-165.6210005,104.1544652,-8.197488278,-111.9267356,146.9030983,-89.12428465,44.19983334,-14.15114718,-14.94427015,15.26845351
180.372013,-165.6210005,104.1544652,-8.197488278,-111.9267356,146.9030983,-89.12428465,44.19983334,-14.15114718,-14.94427015,15.26845351,29.99217299
-165.6210005,104.1544652,-8.197488278,-111.9267356,146.9030983,-89.12428465,44.19983334,-14.15114718,-14.94427015,15.26845351,29.99217299,-88.07751764
104.1544652,-8.197488278,-111.9267356,146.9030983,-89.12428465,44.19983334,-14.15114718,-14.94427015,15.26845351,29.99217299,-88.07751764,64.14619245
-8.197488278,-111.9267356,146.9030983,-89.12428465,44.19983334,-14.15114718,-14.94427015,15.26845351,29.99217299,-88.07751764,64.14619245,2.676012408
-111.9267356,146.9030983,-89.12428465,44.19983334,-14.15114718,-14.94427015,15.26845351,29.99217299,-88.07751764,64.14619245,2.676012408,-23.40958706
146.9030983,-89.12428465,44.19983334,-14.15114718,-14.94427015,15.26845351,29.99217299,-88.07751764,64.14619245,2.676012408,-23.40958706,5.957303606
-89.12428465,44.19983334,-14.15114718,-14.94427015,15.26845351,29.99217299,-88.07751764,64.14619245,2.676012408,-23.40958706,5.957303606,23.20062282
44.19983334,-14.15114718,-14.94427015,15.26845351,29.99217299,-88.07751764,64.14619245,2.676012408,-23.40958706,5.957303606,23.20062282,-6.715121941
-14.15114718,-14.94427015,15.26845351,29.99217299,-88.07751764,64.14619245,2.676012408,-23.40958706,5.957303606,23.20062282,-6.715121941,-34.70911641
-14.94427015,15.26845351,29.99217299,-88.07751764,64.14619245,2.676012408,-23.40958706,5.957303606,23.20062282,-6.715121941,-34.70911641,24.70840624
15.26845351,29.99217299,-88.07751764,64.14619245,2.676012408,-23.40958706,5.957303606,23.20062282,-6.715121941,-34.70911641,24.70840624,32.73255182
29.99217299,-88.07751764,64.14619245,2.676012408,-23.40958706,5.957303606,23.20062282,-6.715121941,-34.70911641,24.70840624,32.73255182,-72.65466725
-88.07751764,64.14619245,2.676012408,-23.40958706,5.957303606,23.20062282,-6.715121941,-34.70911641,24.70840624,32.73255182,-72.65466725,51.19629765
64.14619245,2.676012408,-23.40958706,5.957303606,23.20062282,-6.715121941,-34.70911641,24.70840624,32.73255182,-72.65466725,51.19629765,-40.9106889
2.676012408,-23.40958706,5.957303606,23.20062282,-6.715121941,-34.70911641,24.70840624,32.73255182,-72.65466725,51.19629765,-40.9106889,42.36180069
-23.40958706,5.957303606,23.20062282,-6.715121941,-34.70911641,24.70840624,32.73255182,-72.65466725,51.19629765,-40.9106889,42.36180069,21.63818356
5.957303606,23.20062282,-6.715121941,-34.70911641,24.70840624,32.73255182,-72.65466725,51.19629765,-40.9106889,42.36180069,21.63818356,-87.27864568
23.20062282,-6.715121941,-34.70911641,24.70840624,32.73255182,-72.65466725,51.19629765,-40.9106889,42.36180069,21.63818356,-87.27864568,81.05156763
-6.715121941,-34.70911641,24.70840624,32.73255182,-72.65466725,51.19629765,-40.9106889,42.36180069,21.63818356,-87.27864568,81.05156763,-22.93480998
-34.70911641,24.70840624,32.73255182,-72.65466725,51.19629765,-40.9106889,42.36180069,21.63818356,-87.27864568,81.05156763,-22.93480998,-25.96641874
24.70840624,32.73255182,-72.65466725,51.19629765,-40.9106889,42.36180069,21.63818356,-87.27864568,81.05156763,-22.93480998,-25.96641874,25.89014897
32.73255182,-72.65466725,51.19629765,-40.9106889,42.36180069,21.63818356,-87.27864568,81.05156763,-22.93480998,-25.96641874,25.89014897,6.10004408
-72.65466725,51.19629765,-40.9106889,42.36180069,21.63818356,-87.27864568,81.05156763,-22.93480998,-25.96641874,25.89014897,6.10004408,-36.34984124
51.19629765,-40.9106889,42.36180069,21.63818356,-87.27864568,81.05156763,-22.93480998,-25.96641874,25.89014897,6.10004408,-36.34984124,46.06912055
-40.9106889,42.36180069,21.63818356,-87.27864568,81.05156763,-22.93480998,-25.96641874,25.89014897,6.10004408,-36.34984124,46.06912055,-39.67614766
42.36180069,21.63818356,-87.27864568,81.05156763,-22.93480998,-25.96641874,25.89014897,6.10004408,-36.34984124,46.06912055,-39.67614766,39.85394584
21.63818356,-87.27864568,81.05156763,-22.93480998,-25.96641874,25.89014897,6.10004408,-36.34984124,46.06912055,-39.67614766,39.85394584,-52.81954713
-87.27864568,81.05156763,-22.93480998,-25.96641874,25.89014897,6.10004408,-36.34984124,46.06912055,-39.67614766,39.85394584,-52.81954713,44.17247044
81.05156763,-22.93480998,-25.96641874,25.89014897,6.10004408,-36.34984124,46.06912055,-39.67614766,39.85394584,-52.81954713,44.17247044,7.570912462
-22.93480998,-25.96641874,25.89014897,6.10004408,-36.34984124,46.06912055,-39.67614766,39.85394584,-52.81954713,44.17247044,7.570912462,-61.24389891
-25.96641874,25.89014897,6.10004408,-36.34984124,46.06912055,-39.67614766,39.85394584,-52.81954713,44.17247044,7.570912462,-61.24389891,47.1081228
25.89014897,6.10004408,-36.34984124,46.06912055,-39.67614766,39.85394584,-52.81954713,44.17247044,7.570912462,-61.24389891,47.1081228,-4.461176591
6.10004408,-36.34984124,46.06912055,-39.67614766,39.85394584,-52.81954713,44.17247044,7.570912462,-61.24389891,47.1081228,-4.461176591,-4.627229877
-36.34984124,46.06912055,-39.67614766,39.85394584,-52.81954713,44.17247044,7.570912462,-61.24389891,47.1081228,-4.461176591,-4.627229877,22.58149487
46.06912055,-39.67614766,39.85394584,-52.81954713,44.17247044,7.570912462,-61.24389891,47.1081228,-4.461176591,-4.627229877,22.58149487,-22.83522739
-39.67614766,39.85394584,-52.81954713,44.17247044,7.570912462,-61.24389891,47.1081228,-4.461176591,-4.627229877,22.58149487,-22.83522739,-22.33342283
39.85394584,-52.81954713,44.17247044,7.570912462,-61.24389891,47.1081228,-4.461176591,-4.627229877,22.58149487,-22.83522739,-22.33342283,16.00472788
-52.81954713,44.17247044,7.570912462,-61.24389891,47.1081228,-4.461176591,-4.627229877,22.58149487,-22.83522739,-22.33342283,16.00472788,31.24993855
44.17247044,7.570912462,-61.24389891,47.1081228,-4.461176591,-4.627229877,22.58149487,-22.83522739,-22.33342283,16.00472788,31.24993855,-60.03486324
7.570912462,-61.24389891,47.1081228,-4.461176591,-4.627229877,22.58149487,-22.83522739,-22.33342283,16.00472788,31.24993855,-60.03486324,80.46960165
-61.24389891,47.1081228,-4.461176591,-4.627229877,22.58149487,-22.83522739,-22.33342283,16.00472788,31.24993855,-60.03486324,80.46960165,-65.20689712
47.1081228,-4.461176591,-4.627229877,22.58149487,-22.83522739,-22.33342283,16.00472788,31.24993855,-60.03486324,80.46960165,-65.20689712,40.75240037
-4.461176591,-4.627229877,22.58149487,-22.83522739,-22.33342283,16.00472788,31.24993855,-60.03486324,80.46960165,-65.20689712,40.75240037,-33.15622928
-4.627229877,22.58149487,-22.83522739,-22.33342283,16.00472788,31.24993855,-60.03486324,80.46960165,-65.20689712,40.75240037,-33.15622928,21.06762705
22.58149487,-22.83522739,-22.33342283,16.00472788,31.24993855,-60.03486324,80.46960165,-65.20689712,40.75240037,-33.15622928,21.06762705,-20.58913529
-22.83522739,-22.33342283,16.00472788,31.24993855,-60.03486324,80.46960165,-65.20689712,40.75240037,-33.15622928,21.06762705,-20.58913529,25.6011118
-22.33342283,16.00472788,31.24993855,-60.03486324,80.46960165,-65.20689712,40.75240037,-33.15622928,21.06762705,-20.58913529,25.6011118,3.30890104
16.00472788,31.24993855,-60.03486324,80.46960165,-65.20689712,40.75240037,-33.15622928,21.06762705,-20.58913529,25.6011118,3.30890104,-62.21473157
31.24993855,-60.03486324,80.46960165,-65.20689712,40.75240037,-33.15622928,21.06762705,-20.58913529,25.6011118,3.30890104,-62.21473157,90.98386128
-60.03486324,80.46960165,-65.20689712,40.75240037,-33.15622928,21.06762705,-20.58913529,25.6011118,3.30890104,-62.21473157,90.98386128,-71.26977922
80.46960165,-65.20689712,40.75240037,-33.15622928,21.06762705,-20.58913529,25.6011118,3.30890104,-62.21473157,90.98386128,-71.26977922,52.04407648
-65.20689712,40.75240037,-33.15622928,21.06762705,-20.58913529,25.6011118,3.30890104,-62.21473157,90.98386128,-71.26977922,52.04407648,-34.71097375
40.75240037,-33.15622928,21.06762705,-20.58913529,25.6011118,3.30890104,-62.21473157,90.98386128,-71.26977922,52.04407648,-34.71097375,4.873286127
-33.15622928,21.06762705,-20.58913529,25.6011118,3.30890104,-62.21473157,90.98386128,-71.26977922,52.04407648,-34.71097375,4.873286127,38.11565421
21.06762705,-20.58913529,25.6011118,3.30890104,-62.21473157,90.98386128,-71.26977922,52.04407648,-34.71097375,4.873286127,38.11565421,-102.2913324
-20.58913529,25.6011118,3.30890104,-62.21473157,90.98386128,-71.26977922,52.04407648,-34.71097375,4.873286127,38.11565421,-102.2913324,113.1921075
25.6011118,3.30890104,-62.21473157,90.98386128,-71.26977922,52.04407648,-34.71097375,4.873286127,38.11565421,-102.2913324,113.1921075,-44.14112741
